date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:59	7540/7540	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/drop-down-search.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/drop-down-search.mind617.js	(from https://operativereview.com/)
22:44:59	20216/20216	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.mind617.js	(from https://operativereview.com/)
22:45:00	4111/4111	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/ow-lightbox.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/ow-lightbox.mind617.js	(from https://operativereview.com/)
22:45:00	57513/57513	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.mind617.js	(from https://operativereview.com/)
22:45:01	2002/2002	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/ow-slider.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/ow-slider.mind617.js	(from https://operativereview.com/)
22:45:01	12216/12216	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/scroll-effect.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/scroll-effect.mind617.js	(from https://operativereview.com/)
22:45:02	8989/8989	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/scroll-top.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/scroll-top.mind617.js	(from https://operativereview.com/)
22:45:02	5181/5181	---M--	200	added ('OK')	application/javascript	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/js/select.min.js?ver=3.3.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/js/select.mind617.js	(from https://operativereview.com/)
22:45:03	17738/17738	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:41:17%20GMT	https://operativereview.com/wp-content/plugins/easy-fancybox/fancybox/1.5.4/jquery.fancybox.min.js?ver=6.1.1	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/easy-fancybox/fancybox/1.5.4/jquery.fancybox.min6a4d.js	(from https://operativereview.com/)
22:45:04	2302/2302	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:41:17%20GMT	https://operativereview.com/wp-content/plugins/easy-fancybox/vendor/jquery.easing.min.js?ver=1.4.1	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/easy-fancybox/vendor/jquery.easing.min330a.js	(from https://operativereview.com/)
22:45:04	8741/8741	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:41:31%20GMT	https://operativereview.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.5.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min4245.js	(from https://operativereview.com/)
22:45:05	16014/16014	---M--	200	added ('OK')	application/javascript	date:Sun,%2003%20Jul%202022%2019:36:55%20GMT	https://operativereview.com/wp-content/plugins/ocean-sticky-header/assets/js/sticky-header.min.js	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/ocean-sticky-header/assets/js/sticky-header.min.js	(from https://operativereview.com/)
22:45:05	5299/5299	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:42:21%20GMT	https://operativereview.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2e46.js	(from https://operativereview.com/)
22:45:05	4957/4957	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min2e46.js	(from https://operativereview.com/)
22:45:06	31522/31522	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/js/frontend-modules.min2e46.js	(from https://operativereview.com/)
22:45:07	6475/6475	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2007:20:31%20GMT	https://operativereview.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://operativereview.com/)
22:45:07	17823/17823	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2007:18:15%20GMT	https://operativereview.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://operativereview.com/)
22:45:08	4910/4910	---M--	200	added ('OK')	application/javascript	date:Wed,%2025%20May%202022%2007:20:31%20GMT	https://operativereview.com/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/js/dist/hooks.min6c65.js	(from https://operativereview.com/)
22:45:09	10230/10230	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2007:18:15%20GMT	https://operativereview.com/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/js/dist/i18n.mine57b.js	(from https://operativereview.com/)
22:45:10	21563/21563	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:42:21%20GMT	https://operativereview.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor-pro/assets/js/frontend.min2e46.js	(from https://operativereview.com/)
22:45:10	12198/12198	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://operativereview.com/)
22:45:11	21440/21440	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2007:18:15%20GMT	https://operativereview.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://operativereview.com/)
22:45:12	2620/2620	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min2e46.js	(from https://operativereview.com/)
22:45:12	139153/139153	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://operativereview.com/)
22:45:13	10682/10682	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://operativereview.com/)
22:45:14	40696/40696	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/js/frontend.min2e46.js	(from https://operativereview.com/)
22:45:15	43112/43112	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2020:12:03%20GMT	https://operativereview.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min2e46.js	(from https://operativereview.com/)
22:45:16	143309/143309	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:42:21%20GMT	https://operativereview.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min2e46.js	(from https://operativereview.com/)
22:45:16	3721/3721	---M--	200	added ('OK')	application/javascript	date:Fri,%2006%20Jan%202023%2019:42:21%20GMT	https://operativereview.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min2e46.js	(from https://operativereview.com/)
22:45:18	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
22:45:19	78460/78460	---M--	200	added ('OK')	font/woff2	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
22:45:20	136822/136822	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
22:45:20	92136/92136	---M--	200	added ('OK')	font/woff	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
